,887,Lazada,1585760400,Expense,5L 50% Hydrogen peroxide H2O2 + Spray bottles (5),VISA,Health Care
,1817,Other,1590080400,Expense,Car Registration,T2020-05-254610,Car
,1652,Big C Prasat,1558717200,Expense,,T250520191652,Grocery
,500,Gas Station Village,1553446800,Expense,Gas Station Village,T250320195000,Car-Gas
,530,Resto Big Tree,1556816400,Expense,,T0305201910000,Restaurant
,1318,Thai Watsadu Surin,1559926800,Expense,Electrical Stuff,T080620191318,House
,5000,Jarinya,1583773200,Expense,Jarinya Birthday !!,T2020-03-105000,Special
,300,Shit Truck,1564678800,Expense,Shit Truck ,T020820194260,House
,300,Name-Cheap,1591549200,Expense,New Domain : DasDuneTech.com,VISA,Hobby
,4788.75,Purchase via EDC,1564765200,BKB,,T030820194788.75,EDC
,2000,Market Big,1546707600,Expense,Jarinya paid 1000THB,T2019-01-081600,Market
,1572,Provincial Electricity Authority,1571936400,Expense,Pay. J  ,T2019-10-257042,Electricity
,1179,Lazada,1585674000,Expense,IPA Isopropyl Alcohol 99.9% ขนาด 2 ลิตร (2-000ml) + Wipes,VISA,Health Care
,100,Brother in Law,1574787600,Expense,House Works 2 hours,T2019-12-012470,House
,4275,Lazada,1561568400,VISA,,T270620194275,171.14
,5770,Makro Surin,1578157200,BKB,,T2020-01-055770,IBT
,1000,Tesco Lotus Express,1554397200,Expense,Beer. Wine. Peanuts,T,Grocery
,610,Village Water Service,1583427600,Expense,,T2020-03-08920,Water
,4400,Phone Shop,1553965200,Expense,New phone Galaxy J4 plus,T3103201910000,Phone
,600,Resto Prasat,1560531600,Expense, ,T160620191333,Restaurant
,620,Market Big Village,1583600400,Expense,,T2020-03-0710000,Market
,1620,Provincial Electricity Authority,1564160400,Expense, ,T280720193920,Electricity
,1559,Tesco Lotus-Prasat,1576256400,BKB,Tesco Payment 1/2,T2019-12-141559,IBT
,200,Dad Shop,1568912400,Expense,Beer- misc..,T2019-09-201200,Food
,300,Brother In Law,1564765200,Expense,House Works,T110820191675,House
,445,Lazada,1590944400,Expense,Natchos (3 bags),VISA,Food
,6356,BNC,1582736400,BKB,BNC --> VISA ,T2020-02-276356,Visa
,200,Market on the Road,1553446800,Expense,Water-Melon,T250320195000,Market
,4000,Pacific Cross,1588957200,Expense,,,Insurance
,235,Thai Watsadu Surin,1556557200,Expense,Snack at Thai Watsadu,T2019-04-2910000,Food
,1800,Provincial Electricity Authority,1558717200,Expense,,T260520193705,Electricity
,7106,Makro Surin,1573232400,Expense,,T2019-11-0910000,Grocery
,300,Brother in Law,1578675600,Expense,House Works 6 hours,T2020-01-113100,House
,26631,ITInvade,1587488400,Expense,NobleChairs Gaming chair + 2 USB keyboards Logitech,VISA,Hobby
,500,Omise,1582736400,Expense,Omise Phone Topup,T2020-02-276356,Phone
,6368,Tesco Lotus-Prasat,1588870800,BKB,,T2020-05-086368,IBT
,1700,Provincial Electricity Authority,1566406800,Expense, ,T240820192900,Electricity
,5908,Tesco Lotus-Prasat,1593190800,Expense,,T2020-06-275908,Grocery
,345,Lazada,1584118800,Expense,Zinc Tablets,VISA,Health Care
,1830,Interbank Transfer,1560704400,BKB,,T170620191830,IB
,1000,Market Big,1547312400,Expense,,T1301201910000,Market
,10000,Cash Withdrawal - BBL ATM,1563037200,BKB,,T1407201910000,ATM
,300,Brother in Law,1577552400,Expense,House Works 6 hours,T2019-12-311600,House
,3100,Material Shop Ban Roon,1564592400,Expense,Water/Electric Pipes + sand + rocks,T2019-31-08-10000,House
,3131,Tesco Lotus-Prasat,1573837200,BKB,,T2019-11-163131,IBT
,310,Market Big Village,1582995600,Expense,Sister delivery : Gai - Pla,T2020-03-08920,Market
,5000,Cash Withdrawal - BBL ATM,1553274000,BKB,,T230320195000,ATM
,740,Other,1575651600,Expense,24 Leo Beer,T2019-12-0710000,Food
,500,Market Big,1559926800,Expense,,T0806201910000,Market
,2000,Interbank Transfer,1566666000,BKB,,T250820192000,IB
,330,Water Meter,1565456400,Expense,,T110820191675,Water
,417,Robinson Theater,1556470800,Expense,Movie: Avenger end game,T29042019417.12,Special
,10000,Cash Withdrawal - BBL ATM,1553965200,BKB,,T3103201910000,ATM
,8261,Makro Surin,1583514000,Expense,,T2020-03-0710000,Grocery
,142,ALIEXPRESS,1548003600,Expense,Hobby - Electronics,T21012019142.25,Hobby
,1191,Steam,1581786000,Expense,Metro Exodus and DLC pack,T2020-02-276356,Hobby
,4530,Jarinya,1588525200,BKB,,T2020-05-044530,IBT
,4790,Tesco Lotus Prasat,1564765200,Expense,,T030820194788.75,Grocery
,2619.75,Purchase via EDC,1559322000,BKB,,T010620192619.75,EDC
,350,Tesco Lotus Express,1548954000,Expense,,T260120195000,Grocery
,275,ALIEXPRESS,1563210000,Expense,Electronics - Electric Stuff,T14072019275,Hobby
,750,Internet-TOT,1593190800,Expense,,T2020-06-289670,Electricity
,1360,Provincial Electricity Authority,1569430800,Expense,,T2019-09-263904,Electricity
,5908,Tesco Lotus-Prasat,1593190800,BKB,,T2020-06-275908,IBT
,300,Market Big Village,1578762000,Expense,Sister delivery Gai- Pla,T2020-01-113100,Market
,2040,Interbank Transfer,1550509200,BKB,,T190220192040,IB
,600,Resto Prasat,1555693200,Expense,,T170420195000,Restaurant
,5200,Makro,1567184400,Expense,,T3108201910000,Grocery
,350,Brother In Law,1565542800,Expense,House Works,T130820191890,House
,300,Market Big Village,1575738000,Expense,Sister delivery Gai- Pla,T2019-12-154550,Market
,1559,Tesco Lotus-Prasat,1576256400,Expense,,T2019-12-141559,Grocery
,4715,Tesco Lotus-Prasat,1588266000,Expense,,T2020-05-014715,Grocery
,650,Market Small Village,1587056400,Expense,Vegetables Noddles etc..,T2020-04-193250,Market
,4000,Pacific Cross,1583686800,Expense,,,Insurance
,300,Brother in Law,1577898000,Expense,House Works 6 hours,T2020-01-055770,House
,1399,Lazada,1585069200,Expense,IP Camera with LEDs Siren,VISA,House
,700,PT-Blue Gas Prasat,1579280400,Expense,,T2020-01-196600,Market
,500,PT-Blue Gas Prasat,1577466000,Expense,,T2019-12-297980,Car Gas
,700,ALIEXPRESS,1562518800,Expense,Electronics - Electric Stuff,T08072019700,Hobby
,5143,Tesco Lotus-Prasat,1592499600,BKB,,T2020-06-195143,IBT
,500,Material Shop Ban Wari,1549990800,Expense,Dog protective Net,T2019-02-135000,Other
,2000,Tesco Lotus Express,1564765200,Expense,4 bottles if wine + beer   ,T040820192000,Grocery
,700,PT-Blue Gas Prasat,1592499600,Expense,,T2020-06-221370,Car Gas
,1150,Tesco Lotus-Village,1572627600,Expense,Beer (24) and wine (1 bottle),T2019-11-032330,Grocery
,1200,Bank Transfer,1568912400,BKB,,T2019-09-201200,IBT
,1225,Tesco Lotus Express,1560963600,Expense,,T210620195000,Grocery
,200,Brother in Law,1578848400,Expense,House Works 4 hours,T2020-01-196600,House
,4790,Other,1593018000,Expense,Honda Center Maliwan,T2020-06-289670,Car
,100,Market on the Road,1555261200,Expense,500-100=400 Water Melons,T140420195000,Food
,15,Commission/Annual Fee,1558544400,BKB,,T2305201915,AUTO
,400,Restaurant Majestic,1556470800,Expense,Restaurant Majestic,T2019-04-2910000,Restaurant
,1440,Bank Transfer,1569603600,BKB,Jarinya,T2019-09-281440,IBT
,187,ALIEXPRESS,1555693200,VISA,,T20042019187.44,7.81
,5000,Interbank Transfer,1555174800,BKB,,T140420195000,IB
,7202,Thai Watsadu Surin,1567184400,Expense,Wires- big umbrella,T310820197202.25,House
,450,Brother In Law,1566061200,Expense,House Works,T240820192900,House
,550,ALIEXPRESS,1565024400,Expense,Electronics Stuff,T06082019550,Hobby
,4000,Interbank Transfer,1562691600,BKB,,T100720194000,IB
,1602,Provincial Electricity Authority,1561222800,Expense,,T240620193852,Electricity
,525,Water Meter,1552755600,Expense,Water Meter,T180320195082,House
,660,Korean Food Village,1556298000,Expense,,T280420193083,Food
,4536,Tesco Lotus-Prasat,1572627600,Expense,,T2019-11-024536,Grocery
,2930,Tesco Lotus Prasat,1557507600,Expense,,T110520192930.5,Grocery
,1928,Provincial Electricity Authority,1553187600,Expense,,T240320193456,Electricity
,200,Market Big Village,1582304400,Expense,Sister delivery : Pla,T2020-02-225000,Market
,1000,Market Prasat,1573837200,Expense,,T2019-11-0910000,Market
,200,Market Big Village,1570554000,Expense,Pay. J,T2019-10-171800,Market
,2100,Interbank Transfer,1564592400,BKB,,T010820192100,IBT
,300,Dad Shop,1571418000,Expense,Pay. J  beers. Coke. Spy,T2019-10-212133,Food
,3100,Jarinya,1578675600,BKB,,T2020-01-113100,IBT
,1800.5,Tesco Lotus-Prasat,1576947600,BKB,,T2019-12-221800.5,IBT
,4617,Tesco Lotus-Prasat,1591894800,BKB,Tesco_Lotus,T2020-06-124617,IBT
,300,Market Big Village,1579366800,Expense,Sister delivery Gai- Pla,T2020-01-277106,Market
,300,Market Big Village,1568480400,Expense,Pay Jarinya fish chicken,T2019-09-162150,Market
,600,Brother in Law,1571850000,Expense,Pay J.,T2019-10-257042,House
,300,Material Shop Ban Wari,1560704400,Expense,Cable glands - water pipe.,T170620191830,House
,5000,Cash Withdrawal - BBL ATM,1555434000,BKB,,T170420195000,ATM
,300,Brother in Law,1574528400,Expense,House Works,T2019-11-251760,House
,110,Dad Shop,1593190800,Expense,2 bottles of gas for lawnmoyer + green paint spray can,T2020-06-289670,House
,100,Thai Watsadu Surin,1556557200,Expense,Belt at Thai Watsadu,T2019-04-2910000,Other
,1306,Tesco Lotus-Village,1579885200,Expense,2 bottles of wine + all good things!,T2020-01-277106,Grocery
,303,Lazada,1550941200,VISA,,T24022019303.12,12.63
,200,Market on the Road,1551546000,Expense,Water-Melon,T070320192910,Market
,7200,Makro,1552064400,Expense,,T0903201910000,Grocery
,1900,VISA,1553533200,Expense,VISA renewal fee,T250320195000,VISA
,162,ALIEXPRESS,1557853200,Expense,Electronics,T15052019161.52,Hobby
,38,ALIEXPRESS,1555693200,Expense,Electronics,T2004201937.68,Hobby
,435,Resto Big Tree,1559926800,Expense, ,T0806201910000,Restaurant
,740,PT Blue Gas Prasat,1567184400,Expense,,T2019-09-012040,Car Gas
,1000,Family,1555866000,Expense,Family rice,T230420196388,Food
,6168,Tesco Lotus-Prasat,1589562000,BKB,,T2020-05-166168,IBT
,5369,Tesco Lotus-Prasat,1584118800,Expense,,T2020-03-145369,Grocery
,17585,Thai Watsadu Surin,1571504400,Expense,Chairs. Table- closet, tiles etc...,T2019-10-2017585,House
,5674,Interbank Transfer,1562000400,BKB,,T020720195674,IB
,7300,Makro Surin,1581094800,Expense,,T2020-02-0810000,Grocery
,740,PT-Blue Gas Prasat,1571850000,Expense,Pay J.,T2019-10-257042,Car Gas
,200,Brother in Law,1579021200,Expense,House Works 4 hours,T2020-01-196600,House
,3492,Tesco Lotus-Prasat,1580576400,BKB,,T2020-02-023492,IBT
,3862,Tesco Lotus-Prasat,1579971600,Expense,Paid with VISA,T2020-02-0437100,Grocery
,5000,Cash Withdrawal - BBL ATM,1553446800,BKB,,T250320195000,ATM
,1240,Tesco Lotus-Village,1576947600,Expense,,T2019-12-222740,Grocery
,3456,Interbank Transfer,1553360400,BKB,,T240320193456,IB
,1500,Market Big,1561136400,Expense,,T240620193852,Market
,10000,Makro Surin,1573232400,BKB,Misc.expenses,T2019-11-0910000,ATM
,1200,Interbank Transfer,1558026000,BKB,,T170520191200,IB
,500,PT Blue Gas Prasat,1561827600,Expense,,T020720195674,Car-Gas
,1122.75,Tesco Lotus-Prasat,1568394000,Expense,Food,T140920191122.75,Grocery
,900,Tesco Lotus Express,1562950800,Expense,,T150720192136,Grocery
,1600,Jarinya,1577725200,BKB,New Year stuff + brother in law,T2019-12-311600,IBT
,1128,PayPal,1559754000,VISA,,T060620191128.48,47.02
,4000,Pacific Cross,1586365200,Expense,,,Insurance
,303,Lazada,1550941200,Expense,Coffee Plunger,T24022019303.12,Special
,10000,Jarinya,1575651600,BKB,,T2019-12-0710000,ATM
,1495,Provincial Electricity Authority,1590080400,Expense,,T2020-05-254610,Electricity
,300,Market Big Village,1581181200,Expense,Sister delivery : Gai - Pla,T2020-02-0810000,Market
,28460,LAZADA,1579885200,Expense,Air Purifiers (4),T2020-02-0437100,House
,1200,Market Big,1560618000,Expense, ,T170620191830,Market
,15,Commission/Annual Fee,1561222800,BKB,Bank fee,T2019-06-2315,AUTO
,100,Bic,1592154000,Expense,Gas for lawnmoyer (3 bottles),T2020-06-154555,House
,475,Tesco Lotus-Village,1580490000,Expense,snacks- cheese, grapes, etc..,T2020-02-032600,Grocery
,600,PT-Blue Gas Prasat,1589562000,Expense,,T2020-05-212570,Car Gas
,2889,Thai Watsadu Surin,1573232400,Expense,House material,T2019-11-092889,House
,600,Tesco Lotus Express,1553878800,Expense,Chips- etc..,T250320195000,Grocery
,1060,Tesco Lotus-Village,1581786000,Expense,Food for the week- did not go to Prasat this weekend,T2020-02-164960,Grocery
,7310,Makro,1554483600,Expense,,T0604201910000,Grocery
,2386,Thai Watsadu Surin,1552064400,Expense,,T090320192386,House
,6932,Makro,1556816400,Expense,,T0305201910000,Grocery
,757,Lazada,1587142800,Expense,4 bags of coffee beans,VISA,Food
,1150,Steam,1550163600,Expense,FarCry New Dawn Game,T150220191149.77,Hobby
,590,Village Water Service,1587056400,Expense,,T2020-04-193250,Water
,1837,Thai Watsadu Surin,1583514000,Expense,Water hoses - Electrical joints,T2020-03-071837,House
,455,Lazada,1584118800,Expense,Alcohol Wipes,VISA,Health Care
,300,Market Big Village,1576342800,Expense,Sister delivery Gai- Pla,T2019-12-222740,Market
,1100,Material Shop Ban Roon,1567357200,Expense,Rocks + sand for Entrance,T100920192200,House
,575,VISA,1566838800,VISA,VISA Interest to Pay- Used National Bank of Canada,T27082019575,22.79
,720,PT Blue Gas Prasat,1551546000,Expense,,T030320195000,Car-Gas
,1170,Tesco Lotus Express,1551373200,Expense,Beer.. Peanuts.. Etc..,T070320192910,Grocery
,1675,Interbank Transfer,1565456400,BKB,,T110820191675,IB
,320,Dad Shop,1589994000,Expense,Oil-Gas for Lawnmoyer,T2020-05-212570,House
,1580,Jarinya,1573405200,BKB,Jarinya,T2019-11-111580,IBT
,540,Tesco Lotus Express,1550768400,Expense,Beer.. Peanuts.. Etc..,T250220194540,Grocery
,200,Brother in Law,1579194000,Expense,House Works 4 hours,T2020-01-196600,House
,750,Internet-TOT,1574442000,Expense,,T2019-11-232525,Internet
,1300,Provincial Electricity Authority,1577034000,Expense,,T2019-12-297980,Electricity
,700,Market Prasat,1581094800,Expense,,T2020-02-0810000,Market
,1000,Brother in Law,1572195600,Expense,Payment for house works on the 25-26-27 ,T2019-10-302800,House
,700,PT-Blue Gas Prasat,1580576400,Expense,,T2020-02-032600,Car Gas
,100,Brother in Law,1578502800,Expense,House Works 2 hours,T2020-01-113100,House
,160,Brother in Law,1573578000,Expense,House works for the last week,T2019-11-0910000,House
,1700,Market Big,1561827600,Expense,,T020720195674,Market
,1572,Epic Games Store,1550422800,VISA,,T180220191571.82,68.34
,750,PT Blue Gas Prasat,1549731600,Expense,,T1102201910066,Car-Gas
,841,Lazada,1592845200,Expense,Electrical Outdoor Outlets,VISA,House
,7042,misc.,1571936400,BKB,House Materials + food,T2019-10-257042,IBT
,3915,InvadeIT,1580749200,Expense,Access Point Ubiquity,T2020-02-276356,Hobby
,550,Resto-Prasat,1582909200,Expense,,T2020-03-012450,Restaurant
,400,Plants Shop,1565974800,Expense,plants  ,T180820192300,House
,1000,Tesco Lotus-Village,1577725200,Expense,,T2019-12-311600,Grocery
,1096,Lazada,1591981200,Expense,Vinegar Chip Natchos Salsa,VISA,Food
,150,Brother in Law,1575478800,Expense,House Works 3 hours,T2019-12-0710000,House
,1000,Market Big,1555434000,Expense,,T170420195000,Market
,800,PT-Blue Gas Prasat,1575046800,Expense,,T2019-12-012470,Car Gas
,5000,Cash Withdrawal - BBL ATM,1547830800,BKB,,T190120195000,ATM
,150,Brother in Law,1574701200,Expense,House Works 3 hours,T2019-12-012470,House
,350,Dad Shop,1564074000,Expense,Beers for workers from dad house,T280720193920,House
,300,Market Big Village,1576947600,Expense,Sister delivery Gai- Pla,T2019-12-222740,Market
,1200,other,1575565200,Expense,Thailand Mail fee to Send documents to Giverny Capital- Montreal Canada,T2019-12-154550,Perso
,173,LAZADA,1582477200,Expense,5v Relays modules (2),T2020-02-276356,Hobby
,4617,Tesco Lotus-Prasat,1591894800,Expense,,T2020-06-124617,Grocery
,4000,AC Contractor,1562691600,Expense,Air cond. repair + Proj. screen install.,T100720194000,House
,10000,Cash Withdrawal - BBL ATM,1565370000,BKB,,T1008201910000,ATM
,2430,Tesco Lotus Express,1562346000,Expense,,T060720195000,Grocery
,1600,Interbank Transfer,1546880400,BKB,shall be fine,T2019-01-081600,IB
,555,Resto Prasat,1561136400,Expense,,T210620195000,Restaurant
,400,PT-Blue Gas Prasat,1585155600,Expense,,T2020-03-276368,Car Gas
,200,Tesco Lotus-Village,1585933200,Expense,Snacks Shushies,T2020-04-061350,Grocery
,700,Market Big,1556038800,Expense,,T170420195000,Market
,1400,Steam,1583859600,Expense,Borderlands III + add-ons,VISA,Games
,400,Dad Shop,1565542800,Expense,village material shop ,T130820191890,House
,2150,Bank Transfer,1568566800,BKB,,T2019-09-162150,IBT
,100,Tesco Lotus-Prasat,1583514000,Expense,2 bottles of 100 + shushies,T2020-03-0710000,Food
,540,Resto-Surin,1570294800,Expense,,T2019-10-0610000,Restaurant
,455,Village Water Service,1592154000,Expense,,T2020-06-154555,Water
,3904,Bank Transfer,1569430800,BKB,Jarinya,T2019-09-263904,IBT
,1100,Tesco Lotus Express,1558630800,Expense,Wine. Beer. Peanuts. etc...,T260520193705,Grocery
,1205,Tesco Lotus-Prasat,1578675600,Expense,,T2020-01-111205,Grocery
,1700,Market Big,1547917200,Expense,,T270120193885,Market
,1295,Provincial Electricity Authority,1548435600,Expense,,T270120193885,Electricity
,840,Tesco Lotus Express,1550509200,Expense,Water. Tuna. Pinapple.,T190220192040,Grocery
,3066,ALIEXPRESS,1549040400,VISA,,T020220193066.36,133.32
,700,PT Blue Gas Prasat,1548435600,Expense,,T260120195000,Car-Gas
,200,Brother in Law,1575219600,Expense,House Works 4 hours,T2019-12-0710000,House
,823,Tesco Lotus Express,1556298000,Expense,Wine  + Food,T280420193083,Grocery
,380,Lazada,1583082000,Expense,N95 Masks (2),VISA,Health Care
,550,Brother In Law,1564592400,Expense,House Works,T020820194260,House
,59,ALIEXPRESS,1555261200,VISA,,T1504201959.04,2.46
,4540,Interbank Transfer,1551027600,BKB,,T250220194540,IB
,3381,Tesco Lotus Prasat,1566579600,Expense,,T240820193381.25,Grocery
,750,Internet-TOT,1584637200,Expense,,T2020-03-223623,Internet
,750,TOT Internet,1564160400,Expense,,T280720193920,Internet
,557,Tesco Lotus Express,1551978000,Expense,Beer.. Peanuts.. Etc..,T180320195082,Grocery
,5739,Thai Watsadu Surin,1556557200,Expense,Electrical/Water Stuff,T300420195739,House
,2030,Provincial Electricity Authority,1585155600,Expense,,T2020-,Electricity
,300,Market Big Village,1573318800,Expense,Sistr delivery : pla gai,T2019-11-111580,Market
,5000,Cash Withdrawal - BBL ATM,1561050000,BKB,,T210620195000,ATM
,400,Brother in Law,1577898000,Expense,House Works 8 hours,T2020-01-055770,House
,200,Brother in Law,1579107600,Expense,House Works 4 hours,T2020-01-196600,House
,750,Internet-TOT,1571936400,Expense,Pay. J  ,T2019-10-257042,Internet
,400,Brother in Law,1568826000,Expense,House works,T2019-09-201200,House
,5127,Purchase via EDC,1559926800,BKB,,T080620195127,EDC
,600,Market Prasat,1584118800,Expense,,T2020-03-151200,Market
,1126,Lazada,1589821200,Expense,Almonds + Coffee (4 bags),VISA,House
,400,Tesco Lotus-Village,1576256400,Expense,1 bottle of wine,T2019-12-0710000,Grocery
,7980,Jarinya,1577552400,BKB,,T2019-12-297980,IBT
,4575,ALIEXPRESS,1566061200,VISA,Paid with National Bank Account,T180820194575,183.02
,2977,Tesco Lotus-Prasat,1579280400,BKB,,T2020-01-182977,IBT
,1000,Tesco Lotus-Village,1592067600,Expense,2 bottles of wine + fruits,T2020-06-154555,Food
,300,Brother in Law,1568653200,Expense,House works - Pay Jarinya,T2019-09-201200,House
,9843,Makro Surin,1585933200,BKB,,T2020-04-049843,IBT
,2200,Interbank Transfer,1563642000,BKB,,T210720192200,IB
,10000,Makro Surin,1581094800,BKB,,T2020-02-0810000,IBT
,350,Dad Shop,1579712400,Expense,Water Pipes and joints ,T2020-01-277106,House
,2381.5,Purchase via EDC,1567184400,BKB,,T310820192381.5,EDC
,2000,Interbank Transfer,1564851600,BKB,,T040820192000,IBT
,10000,Cash - Other Bank ATM,1556470800,BKB,More than 5K is missing- maybe I forgo to put a Makro expenses...?,T2019-04-2910000,ATMO
,4085,Home Pro,1563037200,Expense,Lights for the fences and driveway,T140720194085,House
,500,PT Blue Gas Prasat,1568394000,Expense,Pay Jarinya,T2019-09-162150,Car Gas
,2900,Interbank Transfer,1566579600,BKB,,T240820192900,IB
,1881,Tesco Lotus-Prasat,1578675600,Expense,,T2020-01-111881,Grocery
,730,Tesco Lotus Express,1548262800,Expense,Yougurt.  Shampoo. Etc..,T270120193885,Grocery
,1400,Market Big,1558198800,Expense,,T200520191850,Market
,2470,Jarinya,1575133200,BKB,,T2019-12-012470,IBT
,100,Bic,1550250000,Expense,Tip for Bic to move the Gym to house,T190220192040,House
,10000,Cash Withdrawal - BBL ATM,1559926800,BKB,,T0806201910000,ATM
,3336,Tesco Lotus Prasat,1565974800,Expense,,T170820193336,Grocery
,640,PT-Blue Gas Prasat,1591290000,Expense,,T2020-06-083640,Car Gas
,500,Thai Watsadu Surin,1575651600,Expense,Snacks + Jarinya stuff ,T2019-12-0710000,Food
,1470,Provincial Electricity Authority,1593190800,Expense,,T2020-06-289670,Electricity
,10066,Interbank Transfer,1549818000,BKB,,T1102201910066,IB
,318,Seven Eleven,1585155600,Expense,Snacks,T2020-03-276368,Food
,600,Material Shop Ban Roon,1572195600,Expense,Pay. J  2 cements pipes + drinks for workers,T2019-10-302800,House
,300,Brother in Law,1574614800,Expense,House Works 6 hours,,House
,3861,Tesco Lotus-Prasat,1571850000,BKB,Food,T2019-10-243861,EDC
,7728,Thai Watsadu Surin,1549731600,Expense,4 fans for classroom,T100220197727.5,House
,5000,Cash Withdrawal - BBL ATM,1549126800,BKB,08012019,T030220195000,ATM
,500,Tesco Lotus Express,1552582800,Expense,Beer.. Peanuts.. Etc..,T180320195082,Grocery
,100,VISA,1554829200,Expense,Visa - BKB - Bank statement fee,T0604201910000,Special
,920,Jarinya,1583600400,BKB,Jarinya,T2020-03-08920,IBT
,100,Thai immigration,1585155600,Expense,Bank Statement Fee,T2020-03-276368,Visa
,351,Brother in Law,1567270800,Expense,House works,T2019-09-012040,House
,760,TOT Internet,1551027600,Expense,,T250220194540,Internet
,6600,Jarinya,1579366800,BKB,,T2020-01-196600,IBT
,2200,Inter Bank Transfer,1568048400,BKB,Xfer Jarinya,T100920192200,IBT
,6304,Tesco Lotus-Prasat,1590685200,BKB,,T2020-05-296304,IBT
,900,Market Big Village,1592931600,Expense,Ingredients + fruits + fishes for the family,T2020-06-289670,Market
,300,Brother in Law,1578070800,Expense,House Works 6 hours,T2020-01-055770,House
,1850,Interbank Transfer,1558285200,BKB,,T200520191850,IB
,5000,Interbank Transfer,1552150800,BKB,,T100320195000,IB
,1200,Market Prasat,1578675600,Expense,,T2020-01-113100,Market
,2655.5,Purchase via EDC,1555693200,BKB,,T200420192655.5,EDC
,5082,Interbank Transfer,1552842000,BKB,,T180320195082,IB
,494,Lazada,1585760400,Expense,Bleaching Agent 3.8,VISA,Health Care
